song_name,artist_name,album_names,playlist,fuzzy_name,fuzzy_artist
Beautiful Crazy (feat. Leon Bridges) - Live,Luke Combs,Beautiful Crazy (feat. Leon Bridges) [Live],Nashville Stripped,beautiful crazy feat leon bridges  live,luke combs
Take It From Me - Stripped,Jordan Davis,Take It From Me (Stripped),Nashville Stripped,take it from me  stripped,jordan davis
All On Me - Recorded at Spotify Studios NYC,Devin Dawson,Spotify Singles,Nashville Stripped,all on me  recorded at spotify studios nyc,devin dawson
If It Ain't You,Smithfield,If It Ain't You,Nashville Stripped,if it aint you,smithfield
Always Remember Us This Way,Lady Gaga,A Star Is Born Soundtrack,Nashville Stripped,always remember us this way,lady gaga
Speechless,Dan + Shay,Speechless,Nashville Stripped,speechless,dan  shay
So Do I,Jordan Davis,Home State,Nashville Stripped,so do i,jordan davis
Castle On The Hill - Recorded at Sound Stage Nashville,Thomas Rhett,Spotify Singles,Nashville Stripped,castle on the hill  recorded at sound stage nashville,thomas rhett
Love That About You,Filmore,Love That About You,Nashville Stripped,love that about you,filmore
If I Were You (feat. Keith Urban),Jillian Jacqueline,If I Were You (feat. Keith Urban),Nashville Stripped,if i were you feat keith urban,jillian jacqueline
Singles You Up - Stripped,Jordan Davis,Singles You Up (Stripped),Nashville Stripped,singles you up  stripped,jordan davis
I Don't Know About You,Chris Lane,I Don't Know About You,Nashville Stripped,i dont know about you,chris lane
Whole Lot in Love - Acoustic,Austin Burke,Whole Lot in Love (Acoustic),Nashville Stripped,whole lot in love  acoustic,austin burke
Lose It - Acoustic,Kane Brown,Weekend,Nashville Stripped,lose it  acoustic,kane brown
Blue Tacoma - Recorded at Sound Stage Studios Nashville,Russell Dickerson,Spotify Singles,Nashville Stripped,blue tacoma  recorded at sound stage studios nashville,russell dickerson
Better Boat (feat. Mindy Smith),Kenny Chesney,Songs for the Saints,Nashville Stripped,better boat feat mindy smith,kenny chesney
Made That Way,Jordan Davis,Home State,Nashville Stripped,made that way,jordan davis
Whiskey - Recorded at Spotify Studios NYC,Devin Dawson,Spotify Singles,Nashville Stripped,whiskey  recorded at spotify studios nyc,devin dawson
Best Years of My Life,Pistol Annies,Best Years of My Life,Nashville Stripped,best years of my life,pistol annies
Ain't Always Pretty (Acoustic Sessions),Logan Mize,Ain't Always Pretty (Acoustic Sessions),Nashville Stripped,aint always pretty acoustic sessions,logan mize
All To Myself,Dan + Shay,All To Myself,Nashville Stripped,all to myself,dan  shay
Dive - Recorded At Sound Stage Nashville,Luke Combs,Spotify Singles,Nashville Stripped,dive  recorded at sound stage nashville,luke combs
Much Too Young (To Feel This Damn Old) - Recorded at Spotify Studios NYC,Jason Aldean,Spotify Singles,Nashville Stripped,much too young to feel this damn old  recorded at spotify studios nyc,jason aldean
House of the Rising Sun,Abby Anderson,House of the Rising Sun,Nashville Stripped,house of the rising sun,abby anderson
Stay,Ryan Kinder,The Road,Nashville Stripped,stay,ryan kinder
Heaven - Acoustic,Kane Brown,Heaven (Acoustic),Nashville Stripped,heaven  acoustic,kane brown
Got My Name Changed Back,Pistol Annies,Got My Name Changed Back,Nashville Stripped,got my name changed back,pistol annies
Better Off Gone (Acoustic Sessions),Logan Mize,Acoustic Sessions,Nashville Stripped,better off gone acoustic sessions,logan mize
I Don't Remember Me (Before You),Brothers Osborne,Port Saint Joe,Nashville Stripped,i dont remember me before you,brothers osborne
19 You + Me - Live Acoustic Bonus Track,Dan + Shay,Where It All Began,Nashville Stripped,19 you  me  live acoustic bonus track,dan  shay
Rumor,Lee Brice,Lee Brice,Nashville Stripped,rumor,lee brice
One Number Away - Recorded At Sound Stage Nashville,Luke Combs,Spotify Singles,Nashville Stripped,one number away  recorded at sound stage nashville,luke combs
Million Reasons - Recorded at Sound Stage Studios Nashville,Dan + Shay,Spotify Singles,Nashville Stripped,million reasons  recorded at sound stage studios nashville,dan  shay
Eyes On You - Acoustic Chill,Chase Rice,Eyes On You (Acoustic Chill),Nashville Stripped,eyes on you  acoustic chill,chase rice
Castaway,Brett Eldredge,Brett Eldredge,Nashville Stripped,castaway,brett eldredge
Costume Party,Lauren Duski,Costume Party,Nashville Stripped,costume party,lauren duski
Here Tonight,Brett Young,Here Tonight,Nashville Stripped,here tonight,brett young
Stupid (Acoustic),Levi Hummon,Stupid (Acoustic),Nashville Stripped,stupid acoustic,levi hummon
Dear God - Recorded at Woodshed Recording Malibu,Hunter Hayes,Spotify Singles,Nashville Stripped,dear god  recorded at woodshed recording malibu,hunter hayes
Homesick,Kane Brown,Homesick,Nashville Stripped,homesick,kane brown
For Her - Acoustic,Chris Lane,Girl Problems (Acoustic),Nashville Stripped,for her  acoustic,chris lane
More - Acoustic Live,Clare Dunn,More (Acoustic Live),Nashville Stripped,more  acoustic live,clare dunn
Take Back Home Girl (feat. Tori Kelly) - Acoustic,Chris Lane,Take Back Home Girl (feat. Tori Kelly) [Acoustic],Nashville Stripped,take back home girl feat tori kelly  acoustic,chris lane
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,Sunflower (Spider-Man: Into the Spider-Verse),New Music Friday,sunflower  spiderman into the spiderverse,post malone
when the party's over,Billie Eilish,when the party's over,New Music Friday,when the partys over,billie eilish
Vertigo,Khalid,Suncity,New Music Friday,vertigo,khalid
Cry Alone,Lil Peep,Cry Alone,New Music Friday,cry alone,lil peep
Ruin My Life,Zara Larsson,Ruin My Life,New Music Friday,ruin my life,zara larsson
Fine China,Future,Fine China,New Music Friday,fine china,future
Kiss and Make Up,Dua Lipa,Dua Lipa (Complete Edition),New Music Friday,kiss and make up,dua lipa
Conversations with my Wife,Jon Bellion,Conversations with my Wife,New Music Friday,conversations with my wife,jon bellion
3 Nights,Dominic Fike,"Don't Forget About Me, Demos",New Music Friday,3 nights,dominic fike
Mirror,IDER,Mirror,New Music Friday,mirror,ider
Treat You Better,RÜFÜS DU SOL,Solace,New Music Friday,treat you better,rüfüs du sol
Good as You,Kane Brown,Good as You,New Music Friday,good as you,kane brown
It's Not Living (If It's Not With You),The 1975,It's Not Living (If It's Not With You),New Music Friday,its not living if its not with you,the 1975
DrIP DrIp Drip (feat. Meek Mill),Tory Lanez,DrIP DrIp Drip,New Music Friday,drip drip drip feat meek mill,tory lanez
Suncity (feat. Empress Of),Khalid,Suncity,New Music Friday,suncity feat empress of,khalid
Power Over Me,Dermot Kennedy,Power Over Me,New Music Friday,power over me,dermot kennedy
Waiting For Tomorrow (feat. Mike Shinoda),Martin Garrix,Waiting For Tomorrow (feat. Mike Shinoda),New Music Friday,waiting for tomorrow feat mike shinoda,martin garrix
Fingers,ZAYN,Fingers,New Music Friday,fingers,zayn
The Distance (feat. Ty Dolla $ign),Mariah Carey,The Distance (feat. Ty Dolla $ign),New Music Friday,the distance feat ty dolla ign,mariah carey
I Don't Even Smoke Weed,Empress Of,I Don't Even Smoke Weed,New Music Friday,i dont even smoke weed,empress of
You Come First (feat. Saweetie),Zak Abel,You Come First (feat. Saweetie),New Music Friday,you come first feat saweetie,zak abel
SaintLaurentYSL (feat. Lil Baby),Lil Yachty,Nuthin' 2 Prove,New Music Friday,saintlaurentysl feat lil baby,lil yachty
Imposible,Luis Fonsi,Imposible,New Music Friday,imposible,luis fonsi
You're The One,Greta Van Fleet,You're The One,New Music Friday,youre the one,greta van fleet
Party Of One (feat. Sam Smith),Brandi Carlile,Party Of One (feat. Sam Smith),New Music Friday,party of one feat sam smith,brandi carlile
Toxins,Carlie Hanson,Toxins,New Music Friday,toxins,carlie hanson
THIS OLE BOY,HARDY,THIS OLE BOY,New Music Friday,this ole boy,hardy
World Class Cinema,Gus Dapperton,World Class Cinema,New Music Friday,world class cinema,gus dapperton
Done,Nikki Vianna,Done,New Music Friday,done,nikki vianna
Awesome (feat. Matt Ox),Valee,Awesome (feat. Matt Ox),New Music Friday,awesome feat matt ox,valee
Blur,MØ,Blur,New Music Friday,blur,mø
Empty Space,James Arthur,Empty Space,New Music Friday,empty space,james arthur
Take This Lonely Heart,Nothing But Thieves,What Did You Think When You Made Me This Way?,New Music Friday,take this lonely heart,nothing but thieves
Let's Fall in Love for the Night,FINNEAS,Let's Fall in Love for the Night,New Music Friday,lets fall in love for the night,finneas
Angels,Sarah Reeves,Easy Never Needed You,New Music Friday,angels,sarah reeves
Who Hurt You?,Daniel Caesar,Who Hurt You?,New Music Friday,who hurt you,daniel caesar
PTSD,Stalking Gia,PTSD,New Music Friday,ptsd,stalking gia
AGEN WIDA,JOYRYDE,AGEN WIDA,New Music Friday,agen wida,joyryde
Kamikaze,Lil Mosey,Northsbest,New Music Friday,kamikaze,lil mosey
Vibe,Tove Styrke,Vibe,New Music Friday,vibe,tove styrke
Tango,Abir,MINT,New Music Friday,tango,abir
The Start of Things,Trent Reznor and Atticus Ross,Mid90s (Original Music from the Motion Picture),New Music Friday,the start of things,trent reznor and atticus ross
Ya Nour El Ein,Massari,Ya Nour El Ein,New Music Friday,ya nour el ein,massari
Blow That Smoke (feat. Tove Lo),Major Lazer,Blow That Smoke (feat. Tove Lo),New Music Friday,blow that smoke feat tove lo,major lazer
Above The Law,The O'Jays,Above The Law,New Music Friday,above the law,the ojays
Saint Nobody,Jessie Reyez,Being Human In Public,New Music Friday,saint nobody,jessie reyez
I Love,Joyner Lucas,I Love,New Music Friday,i love,joyner lucas
Jealous,Shae Jacobs,Jealous,New Music Friday,jealous,shae jacobs
Ultraviolet,Au/Ra,X Games - EP,New Music Friday,ultraviolet,aura
TEST DRIVE,Joji,TEST DRIVE,New Music Friday,test drive,joji
LA On A Saturday Night,Hearts & Colors,LA On A Saturday Night,New Music Friday,la on a saturday night,hearts  colors
What About Me,King Henry,What About Me,New Music Friday,what about me,king henry
Pocket,Moby Rich,Pocket,New Music Friday,pocket,moby rich
No Matter What,Calum Scott,No Matter What,New Music Friday,no matter what,calum scott
Why Does It Hurt,JHart,Why Does It Hurt,New Music Friday,why does it hurt,jhart
Don't Leave Me Alone (feat. Anne-Marie) - EDX's Indian Summer Remix,David Guetta,Don't Leave Me Alone (feat. Anne-Marie) [EDX's Indian Summer Remix],New Music Friday,dont leave me alone feat annemarie  edxs indian summer remix,david guetta
Chasing Parties,Sasha Sloan,Chasing Parties,New Music Friday,chasing parties,sasha sloan
"Revelation (From ""Boy Erased"")",Troye Sivan,"Revelation (From ""Boy Erased"")",New Music Friday,revelation from boy erased,troye sivan
Baby Outlaw,Elle King,Shake The Spirit,New Music Friday,baby outlaw,elle king
McDonalds Rich,SAINt JHN,McDonalds Rich,New Music Friday,mcdonalds rich,saint jhn
First Person On Earth,Robert DeLong,See You In The Future,New Music Friday,first person on earth,robert delong
Details,Maisie Peters,Details,New Music Friday,details,maisie peters
Hang Ups,Scott Helman,Hang Ups,New Music Friday,hang ups,scott helman
Water Under the Bridge,The Lone Bellow,The Restless,New Music Friday,water under the bridge,the lone bellow
Interstate Gospel,Pistol Annies,Interstate Gospel,New Music Friday,interstate gospel,pistol annies
Hey Ya! - Recorded at Spotify Studios NYC,Panic! At The Disco,Spotify Singles,New Music Friday,hey ya  recorded at spotify studios nyc,panic at the disco
Body Fat - Edit,How To Dress Well,Body Fat,New Music Friday,body fat  edit,how to dress well
NATIVE TONGUE,Switchfoot,NATIVE TONGUE,New Music Friday,native tongue,switchfoot
Callin',Alec Bailey,Callin',New Music Friday,callin,alec bailey
Prince Charming,Action Bronson,Prince Charming,New Music Friday,prince charming,action bronson
No More,Disturbed,Evolution,New Music Friday,no more,disturbed
Hand Me Downs,Arkells,Rally Cry,New Music Friday,hand me downs,arkells
the Colours.,Phony Ppl,mō'zā-ik.,New Music Friday,the colours,phony ppl
U Got Me,Julie Bergan,U Got Me,New Music Friday,u got me,julie bergan
Breakaway,Lennon Stella,Breakaway,New Music Friday,breakaway,lennon stella
1017 (feat. Gucci Mane & Yung Mal),Asian Doll,So Icy Princess,New Music Friday,1017 feat gucci mane  yung mal,asian doll
Everything and More (feat. Aaron Cole),Hollyn,Everything and More / Isaac,New Music Friday,everything and more feat aaron cole,hollyn
Hands Dirty,Delta Rae,Hands Dirty,New Music Friday,hands dirty,delta rae
Around Me,Brent Faiyaz,Lost,New Music Friday,around me,brent faiyaz
Scared Stupid,Emmi,Scared Stupid,New Music Friday,scared stupid,emmi
Better,Tyler Sellers,Better,New Music Friday,better,tyler sellers
Sleepless,Novo Amor,Birthplace,New Music Friday,sleepless,novo amor
None Of My Business,Cher Lloyd,None Of My Business,New Music Friday,none of my business,cher lloyd
Another Way Of Life,Cloud Nothings,Last Building Burning,New Music Friday,another way of life,cloud nothings
Nervous Energy,Glades,Nervous Energy,New Music Friday,nervous energy,glades
Karma,Summer Walker,Last Day Of Summer,New Music Friday,karma,summer walker
Into the Mist,Built By Titan,Into the Mist,New Music Friday,into the mist,built by titan
1234,Emigrate,1234,New Music Friday,1234,emigrate
Find You,Tina Boonstra,Find You,New Music Friday,find you,tina boonstra
The Heights,Thomston,The Heights,New Music Friday,the heights,thomston
"Paradise - Recorded At AIR Studios, London",SG Lewis,Spotify Singles,New Music Friday,paradise  recorded at air studios london,sg lewis
Mine,Ariel Beesley,Ariel Beesley,New Music Friday,mine,ariel beesley
Feels Like We Only Go Backwards - Recorded at Spotify Studios Stockholm,Lemaitre,Spotify Singles,New Music Friday,feels like we only go backwards  recorded at spotify studios stockholm,lemaitre
Feed The Monster,TOXIC GARDN,Feed The Monster,New Music Friday,feed the monster,toxic gardn
Vices,John Splithoff,Vices,New Music Friday,vices,john splithoff
When They Get Older,Okey Dokey,When They Get Older,New Music Friday,when they get older,okey dokey
Papercuts,Uffie,Papercuts,New Music Friday,papercuts,uffie
Silence,Before You Exit,Silence,New Music Friday,silence,before you exit
4:21 (Con María),bad tuner,4:21 (Con María),New Music Friday,421 con maría,bad tuner
Won't Happen,Ten Fé,Won't Happen,New Music Friday,wont happen,ten fé
Quiero Besarte,Isabel Marie,Xoxo - Hugs & Kisses,New Tejano,quiero besarte,isabel marie
Suavecito,Elida Reyna Y Avante,Suavecito,New Tejano,suavecito,elida reyna y avante
Ellas,Los Palominos,Piénsalo,New Tejano,ellas,los palominos
Basta De Tu Amor,Jay Pérez,Basta De Tu Amor,New Tejano,basta de tu amor,jay pérez
Solo Ámame,Siggno,Solo Ámame,New Tejano,solo ámame,siggno
Anhelo,Los Desperadoz,Anhelo,New Tejano,anhelo,los desperadoz
Un Adiós Es De Dos,La Mafia,Vozes,New Tejano,un adiós es de dos,la mafia
Obra Maestra,AJ Castillo,AJ Castillo,New Tejano,obra maestra,aj castillo
Cuidaré,Intocable,Highway,New Tejano,cuidaré,intocable
Adios Adios Amor,Stefani Montiel,La Dueña,New Tejano,adios adios amor,stefani montiel
Loteria,Veronique Medrano,Loteria,New Tejano,loteria,veronique medrano
Se Va Se Va,Miguel Hernandez,Se Va Se Va,New Tejano,se va se va,miguel hernandez
Prohibido,Sandy G y los Gavilanes,Prohibido,New Tejano,prohibido,sandy g y los gavilanes
Aqui No Queda Nada,Pete Espinoza,Nuevos Caminos,New Tejano,aqui no queda nada,pete espinoza
Amigo,Los Amigos ASG,Amigo,New Tejano,amigo,los amigos asg
Te Vas,Ashley Quintanilla,Te Vas,New Tejano,te vas,ashley quintanilla
Me Muero por Tu Amor,Stevie D,Me Muero por Tu Amor,New Tejano,me muero por tu amor,stevie d
Vas a Llorar,David Lee Rodriquez,Vas a Llorar,New Tejano,vas a llorar,david lee rodriquez
Ayer,ILYSSA,Ayer,New Tejano,ayer,ilyssa
La Vida En Un Hilo,Michael Salgado,La Vida En Un Hilo,New Tejano,la vida en un hilo,michael salgado
Un Poquito Mas,Devin Banda,Un Poquito Mas,New Tejano,un poquito mas,devin banda
Para Olvidarte,Monica Saldivar,Para Olvidarte,New Tejano,para olvidarte,monica saldivar
El Embrujo,Jaime Y Los Chamacos,Este Momento,New Tejano,el embrujo,jaime y los chamacos
Hoy Te Debo La Vida,Lucky Joe,El Triunfador,New Tejano,hoy te debo la vida,lucky joe
Sophia,Remedio,Alivia Tu Corazón,New Tejano,sophia,remedio
Yo Sé Que Tú,David Farias,Volando Alto,New Tejano,yo sé que tú,david farias
Mundo Va Extranarte,Frankie Caballero Jr,Mundo Va Extranarte,New Tejano,mundo va extranarte,frankie caballero jr
Numero Uno,Emily Flores,Numero Uno,New Tejano,numero uno,emily flores
Herida de Amor,Red Wine Band,"Vamonos, Let's Party!",New Tejano,herida de amor,red wine band
Esta Noche Te Olvido,Sarah Monique,Esta Noche Te Olvido,New Tejano,esta noche te olvido,sarah monique
Mi Vida Loca,Anjelique,Proposito,New Tejano,mi vida loca,anjelique
Acuerdate de Mi,Ashley Borrero,Acuerdate de Mi,New Tejano,acuerdate de mi,ashley borrero
Faltas,Solido,No Me Vuelvas A Besar Así,New Tejano,faltas,solido
Te Me Fuiste,Louie S,Te Me Fuiste,New Tejano,te me fuiste,louie s
Soledad,La Fiebre,Fiesta,New Tejano,soledad,la fiebre
El Amante,Gabriel Zavala,El Amante,New Tejano,el amante,gabriel zavala
Juan Sabor,Dezigual,Sin Fronteras,New Tejano,juan sabor,dezigual
MI Princesa,Texas Latino,Keepin It Real Tejano,New Tejano,mi princesa,texas latino
Nunca Existió,La Dezz,Nunca Existió,New Tejano,nunca existió,la dezz
Con La Mirada Que Me Das (feat. Frankie J),Vision,Con La Mirada Que Me Das (feat. Frankie J),New Tejano,con la mirada que me das feat frankie j,vision
Eres Tu,Tejano Highway 281,Mejor Yo Sigo Solo,New Tejano,eres tu,tejano highway 281
Que Te Vaya Bien,Sunny Sauceda Y Todo Eso,"DFM (Dios, Familia, Música)",New Tejano,que te vaya bien,sunny sauceda y todo eso
Si Tienes una Amante,Crystal Torres,Si Tienes una Amante,New Tejano,si tienes una amante,crystal torres
Te Quiero Tanto Tanto,Vero y Su Dulzura,Te Quiero Tanto Tanto,New Tejano,te quiero tanto tanto,vero y su dulzura
Indita Mia,LA 45,LA 45,New Tejano,indita mia,la 45
Bailemos,Revo Live Band,Revolution,New Tejano,bailemos,revo live band
Quiero Que Seas Mía,Juan Treviño,Quiero Que Seas Mía,New Tejano,quiero que seas mía,juan treviño
Besitos y Caricias,Nikki Lopez,Besitos y Caricias,New Tejano,besitos y caricias,nikki lopez
Yo Se Que Tu Puedes,Emily Flores,Yo Se Que Tu Puedes,New Tejano,yo se que tu puedes,emily flores
Regresa a Mi Lado,Grupo Alamo,Próximo Nivel,New Tejano,regresa a mi lado,grupo alamo
BOSS - Radio Edit,Disclosure,Moog For Love,NIKE RUNNING FASTEST MILE,boss  radio edit,disclosure
DNA.,Kendrick Lamar,DAMN.,NIKE RUNNING FASTEST MILE,dna,kendrick lamar
Na Madruga - Branko Edit,Badsista,Branko Presents: Enchufada Na Zona,NIKE RUNNING FASTEST MILE,na madruga  branko edit,badsista
Jungle Shook,Forest Pond,Jungle Shook,NIKE RUNNING FASTEST MILE,jungle shook,forest pond
